"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand ID","Ligand Name","Ligand Type","Ligand Species","Ligand UniProt ID","Ligand Ensembl Gene ID","Ligand Subunit ID","Ligand Subunit Name","Ligand Subunit UniProt ID","Ligand Subunit Ensembl ID","Target ID","Target Name","Target Species","Target UniProt ID","Target Ensembl Gene ID","Target Subunit ID","Target Subunit Name","Target Subunit UniProt ID","Target Subunit Ensembl ID","Rank Potency","Rank Potency Refs (PMIDs)","List Comment","Interaction Species","Interaction Parameter","Interaction Value","Interaction PubMed IDs"
"1600","&alpha;-neoendorphin","Peptide","Rat","P06300","","","","","","318","&kappa; receptor","Rat","P34975","ENSRNOG00000007647","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Rat","pKi","8.9 - 10.0","8240268|8234341"
"1613","[Leu]enkephalin","Peptide","Human","P01210","ENSG00000181195","","","","","318","&kappa; receptor","Human","P41145","ENSG00000082556","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"1613","[Leu]enkephalin","Peptide","Mouse","P22005","ENSMUSG00000045573","","","","","318","&kappa; receptor","Mouse","P33534","ENSMUSG00000025905","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"1613","[Leu]enkephalin","Peptide","Rat","P04094","ENSRNOG00000008943","","","","","318","&kappa; receptor","Rat","P34975","ENSRNOG00000007647","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Rat","pKi","6.0","8234341"
"1614","[Met]enkephalin","Peptide","Human","P01210","ENSG00000181195","","","","","318","&kappa; receptor","Human","P41145","ENSG00000082556","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"1614","[Met]enkephalin","Peptide","Mouse","P22005","ENSMUSG00000045573","","","","","318","&kappa; receptor","Mouse","P33534","ENSMUSG00000025905","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"1614","[Met]enkephalin","Peptide","Rat","P04094","ENSRNOG00000008943","","","","","318","&kappa; receptor","Rat","P34975","ENSRNOG00000007647","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Rat","pKi","6.0","8234341"
"1619","dynorphin A-(1-13)","Peptide","Human","P01213","ENSG00000101327","","","","","318","&kappa; receptor","Human","P41145","ENSG00000082556","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Human","pKi","9.3 - 10.7","9686407|0"
"1619","dynorphin A-(1-13)","Peptide","Mouse","O35417","","","","","","318","&kappa; receptor","Mouse","P33534","ENSMUSG00000025905","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"1619","dynorphin A-(1-13)","Peptide","Rat","P06300","","","","","","318","&kappa; receptor","Rat","P34975","ENSRNOG00000007647","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Rat","pKi","9.9","8234341"
"1620","dynorphin A","Peptide","Human","P01213","ENSG00000101327","","","","","318","&kappa; receptor","Human","P41145","ENSG00000082556","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Human","pKi","8.3 - 10.8","9686407|0|7869844|7624359|9262330"
"1620","dynorphin A","Peptide","Mouse","O35417","","","","","","318","&kappa; receptor","Mouse","P33534","ENSMUSG00000025905","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Mouse","pIC50","9.4","8393575"
"1620","dynorphin A","Peptide","Rat","P06300","","","","","","318","&kappa; receptor","Rat","P34975","ENSRNOG00000007647","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Rat","pKi","10.0 - 10.3","8240268|8234341"
"1621","dynorphin A-(1-8)","Peptide","Human","P01213","ENSG00000101327","","","","","318","&kappa; receptor","Human","P41145","ENSG00000082556","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Human","pKi","8.0 - 9.9","9686407|0|7624359|1967312"
"1621","dynorphin A-(1-8)","Peptide","Mouse","O35417","","","","","","318","&kappa; receptor","Mouse","P33534","ENSMUSG00000025905","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Mouse","pIC50","9.7","8393575"
"1621","dynorphin A-(1-8)","Peptide","Rat","P06300","","","","","","318","&kappa; receptor","Rat","P34975","ENSRNOG00000007647","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"1622","dynorphin B","Peptide","Human","P01213","ENSG00000101327","","","","","318","&kappa; receptor","Human","P41145","ENSG00000082556","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Human","pKi","8.1 - 9.9","9686407|0|7624359"
"1622","dynorphin B","Peptide","Mouse","O35417","","","","","","318","&kappa; receptor","Mouse","P33534","ENSMUSG00000025905","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Mouse","pIC50","10.0","8393575"
"1622","dynorphin B","Peptide","Rat","P06300","","","","","","318","&kappa; receptor","Rat","P34975","ENSRNOG00000007647","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Rat","pKi","9.5","8234341"
"1643","&beta;-endorphin","Peptide","Human","P01189","ENSG00000115138","","","","","318","&kappa; receptor","Human","P41145","ENSG00000082556","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Human","pKi","6.3 - 7.9","9686407|7624359"
"1644","&beta;-neoendorphin","Peptide","Human","P01213","ENSG00000101327","","","","","318","&kappa; receptor","Human","P41145","ENSG00000082556","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Human","pKi","7.9","7624359"
"1644","&beta;-neoendorphin","Peptide","Mouse","O35417","","","","","","318","&kappa; receptor","Mouse","P33534","ENSMUSG00000025905","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"1644","&beta;-neoendorphin","Peptide","Rat","P06300","","","","","","318","&kappa; receptor","Rat","P34975","ENSRNOG00000007647","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Rat","pKi","9.1","8234341"
"3669","big dynorphin","Peptide","Human","P01213","ENSG00000101327","","","","","318","&kappa; receptor","Human","P41145","ENSG00000082556","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"3669","big dynorphin","Peptide","Mouse","O35417","","","","","","318","&kappa; receptor","Mouse","P33534","ENSMUSG00000025905","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"3669","big dynorphin","Peptide","Rat","P06300","","","","","","318","&kappa; receptor","Rat","P34975","ENSRNOG00000007647","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"3722","&beta;-endorphin","Peptide","Mouse","P01193","ENSMUSG00000020660","","","","","318","&kappa; receptor","Mouse","P33534","ENSMUSG00000025905","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"3723","&beta;-endorphin","Peptide","Rat","P01194","ENSRNOG00000012686","","","","","318","&kappa; receptor","Rat","P34975","ENSRNOG00000007647","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands",,,"-",""
"1613","[Leu]enkephalin","Peptide","Human","P01210","ENSG00000181195","","","","","319","&mu; receptor","Human","P35372","ENSG00000112038","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand","Human","pKi","8.1","9686407"
"1613","[Leu]enkephalin","Peptide","Mouse","P22005","ENSMUSG00000045573","","","","","319","&mu; receptor","Mouse","P42866","ENSMUSG00000000766","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1613","[Leu]enkephalin","Peptide","Rat","P04094","ENSRNOG00000008943","","","","","319","&mu; receptor","Rat","P33535","ENSRNOG00000018191","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1614","[Met]enkephalin","Peptide","Human","P01210","ENSG00000181195","","","","","319","&mu; receptor","Human","P35372","ENSG00000112038","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1614","[Met]enkephalin","Peptide","Mouse","P22005","ENSMUSG00000045573","","","","","319","&mu; receptor","Mouse","P42866","ENSMUSG00000000766","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1614","[Met]enkephalin","Peptide","Rat","P04094","ENSRNOG00000008943","","","","","319","&mu; receptor","Rat","P33535","ENSRNOG00000018191","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand","Rat","pKi","9.2","8114680"
"1619","dynorphin A-(1-13)","Peptide","Human","P01213","ENSG00000101327","","","","","319","&mu; receptor","Human","P35372","ENSG00000112038","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand","Human","pKi","8.3","9686407"
"1619","dynorphin A-(1-13)","Peptide","Mouse","O35417","","","","","","319","&mu; receptor","Mouse","P42866","ENSMUSG00000000766","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1619","dynorphin A-(1-13)","Peptide","Rat","P06300","","","","","","319","&mu; receptor","Rat","P33535","ENSRNOG00000018191","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1620","dynorphin A","Peptide","Human","P01213","ENSG00000101327","","","","","319","&mu; receptor","Human","P35372","ENSG00000112038","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand","Human","pKi","8.1","9686407"
"1620","dynorphin A","Peptide","Mouse","O35417","","","","","","319","&mu; receptor","Mouse","P42866","ENSMUSG00000000766","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1620","dynorphin A","Peptide","Rat","P06300","","","","","","319","&mu; receptor","Rat","P33535","ENSRNOG00000018191","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1621","dynorphin A-(1-8)","Peptide","Human","P01213","ENSG00000101327","","","","","319","&mu; receptor","Human","P35372","ENSG00000112038","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand","Human","pKi","8.4","9686407"
"1621","dynorphin A-(1-8)","Peptide","Mouse","O35417","","","","","","319","&mu; receptor","Mouse","P42866","ENSMUSG00000000766","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1621","dynorphin A-(1-8)","Peptide","Rat","P06300","","","","","","319","&mu; receptor","Rat","P33535","ENSRNOG00000018191","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1622","dynorphin B","Peptide","Human","P01213","ENSG00000101327","","","","","319","&mu; receptor","Human","P35372","ENSG00000112038","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand","Human","pKi","8.5","9686407"
"1622","dynorphin B","Peptide","Mouse","O35417","","","","","","319","&mu; receptor","Mouse","P42866","ENSMUSG00000000766","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1622","dynorphin B","Peptide","Rat","P06300","","","","","","319","&mu; receptor","Rat","P33535","ENSRNOG00000018191","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1623","endomorphin-1","Peptide","Human","","","","","","","319","&mu; receptor","Human","P35372","ENSG00000112038","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand","Human","pKi","8.3","9849897|9087409"
"1643","&beta;-endorphin","Peptide","Human","P01189","ENSG00000115138","","","","","319","&mu; receptor","Human","P35372","ENSG00000112038","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"3668","endomorphin-2","Peptide","Human","","","","","","","319","&mu; receptor","Human","P35372","ENSG00000112038","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"3722","&beta;-endorphin","Peptide","Mouse","P01193","ENSMUSG00000020660","","","","","319","&mu; receptor","Mouse","P42866","ENSMUSG00000000766","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"3723","&beta;-endorphin","Peptide","Rat","P01194","ENSRNOG00000012686","","","","","319","&mu; receptor","Rat","P33535","ENSRNOG00000018191","","","","","Several additional extended enkephalin peptides or truncated beta-endorphin peptides.|endomorphin-1, endomorphin-2|&beta;-endorphin, [Met]enkephalin, [Leu]enkephalin","32393639|","&beta;-endorphin is the highest potency endogenous ligand",,,"-",""
"1681","nociceptin/orphanin FQ","Peptide","Human","Q13519","ENSG00000168081","","","","","320","NOP receptor","Human","P41146","ENSG00000125510","","","","","nociceptin/orphanin FQ","9413015|12070757|10369464|","","Human","pKi","9.7 - 10.4","10369464|12070757|9413015"
"1681","nociceptin/orphanin FQ","Peptide","Human","Q13519","ENSG00000168081","","","","","320","NOP receptor","Human","P41146","ENSG00000125510","","","","","nociceptin/orphanin FQ","9413015|12070757|10369464|","","Human","pEC50","8.4 - 9.8","9353393"
"1681","nociceptin/orphanin FQ","Peptide","Mouse","Q64387","ENSMUSG00000045731","","","","","320","NOP receptor","Mouse","P35377","ENSMUSG00000027584","","","","","nociceptin/orphanin FQ","9413015|12070757|10369464|","","Mouse","pKi","9.4","9353393"
"1681","nociceptin/orphanin FQ","Peptide","Rat","Q62923","ENSRNOG00000014231","","","","","320","NOP receptor","Rat","P35370","ENSRNOG00000016768","","","","","nociceptin/orphanin FQ","9413015|12070757|10369464|","",,,"-",""
